operation_index,time_ns,time_ms
1340,70,0.000070
1341,30,0.000030
1342,40,0.000040
1343,140,0.000140
1344,30,0.000030
1345,240,0.000240
1346,40,0.000040
1347,150,0.000150
1348,50,0.000050
1349,40,0.000040
1350,50,0.000050
1351,50,0.000050
1352,60,0.000060
1353,30,0.000030
1354,30,0.000030
1355,40,0.000040
1356,120,0.000120
1357,110,0.000110
1358,60,0.000060
1359,60,0.000060
1360,30,0.000030
1361,40,0.000040
1362,40,0.000040
1363,30,0.000030
1364,140,0.000140
1365,30,0.000030
1366,130,0.000130
1367,90,0.000090
1368,40,0.000040
1369,40,0.000040
1370,60,0.000060
1371,50,0.000050
1372,70,0.000070
1373,40,0.000040
1374,40,0.000040
1375,40,0.000040
1376,30,0.000030
1377,30,0.000030
1378,40,0.000040
1379,120,0.000120
1380,30,0.000030
1381,50,0.000050
1382,50,0.000050
1383,30,0.000030
1384,70,0.000070
1385,40,0.000040
1386,30,0.000030
1387,60,0.000060
1388,30,0.000030
1389,40,0.000040
1390,40,0.000040
1391,90,0.000090
1392,30,0.000030
1393,30,0.000030
1394,40,0.000040
1395,40,0.000040
1396,40,0.000040
1397,40,0.000040
1398,30,0.000030
1399,40,0.000040
1400,2080,0.002080
1401,150,0.000150
1402,40,0.000040
1403,1150,0.001150
1404,1870,0.001870
1405,310,0.000310
1406,1150,0.001150
1407,2050,0.002050
1408,80,0.000080
1409,4710,0.004710
1410,140,0.000140
1411,40,0.000040
1412,30,0.000030
1413,30,0.000030
1414,60,0.000060
1415,50,0.000050
1416,40,0.000040
1417,210,0.000210
1418,40,0.000040
1419,40,0.000040
1420,50,0.000050
1421,270,0.000270
1422,30,0.000030
1423,140,0.000140
1424,100,0.000100
1425,90,0.000090
1426,210,0.000210
1427,400,0.000400
1428,130,0.000130
1429,60,0.000060
1430,50,0.000050
1431,90,0.000090
1432,50,0.000050
1433,30,0.000030
1434,140,0.000140
1435,40,0.000040
1436,30,0.000030
1437,170,0.000170
1438,100,0.000100
1439,40,0.000040
1440,70,0.000070
1441,40,0.000040
1442,50,0.000050
1443,130,0.000130
1444,40,0.000040
1445,260,0.000260
1446,50,0.000050
1447,130,0.000130
1448,60,0.000060
1449,30,0.000030
1450,40,0.000040
1451,40,0.000040
1452,60,0.000060
1453,30,0.000030
1454,30,0.000030
1455,50,0.000050
1456,120,0.000120
1457,110,0.000110
1458,60,0.000060
1459,40,0.000040
1460,40,0.000040
1461,40,0.000040
1462,50,0.000050
1463,30,0.000030
1464,140,0.000140
1465,30,0.000030
1466,351,0.000351
1467,90,0.000090
1468,40,0.000040
1469,40,0.000040
1470,60,0.000060
1471,50,0.000050
1472,70,0.000070
1473,50,0.000050
1474,30,0.000030
1475,40,0.000040
1476,30,0.000030
1477,40,0.000040
1478,30,0.000030
1479,120,0.000120
1480,30,0.000030
1481,40,0.000040
1482,60,0.000060
1483,30,0.000030
