operation_index,time_ns,time_ms
1324,50,0.000050
1325,100,0.000100
1326,80,0.000080
1327,240,0.000240
1328,80,0.000080
1329,50,0.000050
1330,50,0.000050
1331,890,0.000890
1332,40,0.000040
1333,50,0.000050
1334,90,0.000090
1335,50,0.000050
1336,30,0.000030
1337,160,0.000160
1338,110,0.000110
1339,40,0.000040
1340,60,0.000060
1341,30,0.000030
1342,40,0.000040
1343,120,0.000120
1344,40,0.000040
1345,280,0.000280
1346,30,0.000030
1347,130,0.000130
1348,30,0.000030
1349,50,0.000050
1350,30,0.000030
1351,30,0.000030
1352,50,0.000050
1353,40,0.000040
1354,50,0.000050
1355,30,0.000030
1356,40,0.000040
1357,2730,0.002730
1358,60,0.000060
1359,40,0.000040
1360,40,0.000040
1361,40,0.000040
1362,30,0.000030
1363,20,0.000020
1364,2780,0.002780
1365,40,0.000040
1366,120,0.000120
1367,70,0.000070
1368,50,0.000050
1369,30,0.000030
1370,100,0.000100
1371,40,0.000040
1372,40,0.000040
1373,30,0.000030
1374,30,0.000030
1375,30,0.000030
1376,30,0.000030
1377,30,0.000030
1378,40,0.000040
1379,110,0.000110
1380,20,0.000020
1381,30,0.000030
1382,30,0.000030
1383,30,0.000030
1384,50,0.000050
1385,30,0.000030
1386,30,0.000030
1387,40,0.000040
1388,30,0.000030
1389,30,0.000030
1390,20,0.000020
1391,70,0.000070
1392,30,0.000030
1393,30,0.000030
1394,30,0.000030
1395,30,0.000030
1396,20,0.000020
1397,30,0.000030
1398,30,0.000030
1399,30,0.000030
1400,2270,0.002270
1401,80,0.000080
1402,120,0.000120
1403,1440,0.001440
1404,2540,0.002540
1405,6390,0.006390
1406,60,0.000060
1407,90,0.000090
1408,60,0.000060
1409,5040,0.005040
1410,60,0.000060
1411,40,0.000040
1412,100,0.000100
1413,30,0.000030
1414,60,0.000060
1415,40,0.000040
1416,30,0.000030
1417,120,0.000120
1418,40,0.000040
1419,30,0.000030
1420,30,0.000030
1421,3711,0.003711
1422,30,0.000030
1423,60,0.000060
1424,40,0.000040
1425,120,0.000120
1426,100,0.000100
1427,310,0.000310
1428,60,0.000060
1429,50,0.000050
1430,30,0.000030
1431,850,0.000850
1432,50,0.000050
1433,30,0.000030
1434,90,0.000090
1435,60,0.000060
1436,30,0.000030
1437,100,0.000100
1438,120,0.000120
1439,40,0.000040
1440,40,0.000040
1441,30,0.000030
1442,40,0.000040
1443,120,0.000120
1444,40,0.000040
1445,270,0.000270
1446,30,0.000030
1447,50,0.000050
1448,40,0.000040
1449,30,0.000030
1450,40,0.000040
1451,30,0.000030
1452,50,0.000050
1453,30,0.000030
1454,50,0.000050
1455,40,0.000040
1456,40,0.000040
1457,2640,0.002640
1458,50,0.000050
1459,50,0.000050
1460,30,0.000030
1461,40,0.000040
1462,30,0.000030
1463,30,0.000030
1464,3080,0.003080
1465,40,0.000040
1466,120,0.000120
1467,110,0.000110
1468,40,0.000040
1469,40,0.000040
1470,100,0.000100
1471,40,0.000040
1472,30,0.000030
1473,30,0.000030
1474,30,0.000030
1475,30,0.000030
1476,30,0.000030
1477,30,0.000030
1478,30,0.000030
1479,30,0.000030
1480,30,0.000030
