operation_index,time_ns,time_ms
1375,300,0.000300
1376,970,0.000970
1377,180,0.000180
1378,210,0.000210
1379,130,0.000130
1380,240,0.000240
1381,230,0.000230
1382,1090,0.001090
1383,200,0.000200
1384,190,0.000190
1385,170,0.000170
1386,970,0.000970
1387,140,0.000140
1388,160,0.000160
1389,190,0.000190
1390,260,0.000260
1391,130,0.000130
1392,160,0.000160
1393,140,0.000140
1394,140,0.000140
1395,140,0.000140
1396,480,0.000480
1397,840,0.000840
1398,510,0.000510
1399,480,0.000480
1400,6850,0.006850
1401,1260,0.001260
1402,160,0.000160
1403,1320,0.001320
1404,6161,0.006161
1405,2120,0.002120
1406,370,0.000370
1407,3360,0.003360
1408,150,0.000150
1409,200,0.000200
1410,190,0.000190
1411,210,0.000210
1412,200,0.000200
1413,280,0.000280
1414,1580,0.001580
1415,180,0.000180
1416,270,0.000270
1417,540,0.000540
1418,150,0.000150
1419,300,0.000300
1420,140,0.000140
1421,150,0.000150
1422,370,0.000370
1423,220,0.000220
1424,310,0.000310
1425,200,0.000200
1426,140,0.000140
1427,140,0.000140
1428,170,0.000170
1429,230,0.000230
1430,180,0.000180
1431,150,0.000150
1432,190,0.000190
1433,250,0.000250
1434,170,0.000170
1435,610,0.000610
1436,370,0.000370
1437,420,0.000420
1438,320,0.000320
1439,160,0.000160
1440,740,0.000740
1441,5860,0.005860
1442,180,0.000180
1443,230,0.000230
1444,400,0.000400
1445,220,0.000220
1446,700,0.000700
1447,1060,0.001060
1448,1200,0.001200
1449,170,0.000170
1450,240,0.000240
1451,1000,0.001000
1452,230,0.000230
1453,640,0.000640
1454,270,0.000270
1455,350,0.000350
1456,140,0.000140
1457,200,0.000200
1458,150,0.000150
1459,1120,0.001120
